,Unnamed: 0,Baker,Signature,Technical,Showstopper,episode_number,episode_theme,season
0,0,Brendan,Middle Eastern Taboon BreadIndian Rotis,4,Chocolate and Vanilla Bagels Cumin and Gruyere Bagels,1,cakes,3
1,1,Cathryn,"Spiced Mango NaanLime, Coriander and Chilli Tortillas",8,"Cranberry and Orange Bagels Chipotle, Chili, and Smoked Cheddar Bagels",1,cakes,3
2,2,Danny,Lime Coriander and Coconut TortillasZaatar Naan with Dukkah,3,UNKNOWN,1,cakes,3
3,3,James,"Tomato, Garlic, and Parmesan FlatbreadsTattie Scones",2,"Orange, Mint and Chocolate Bagels 'Millers' Sourdough Bagels",1,cakes,3
4,4,John,"Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas",1,"Fig, Walnut and Gruyere Bagels Blueberry and White Chocolate Bagels",1,cakes,3
5,5,Manisha,Indian FlatbreadsItalian Flatbreads,6,UNKNOWN,1,cakes,3
6,6,Peter,Fennel and Nigella Seed NaanBannock Bread,11,Rosemary and Sea Salt Bagels Apple and Cinnamon Bagels,1,cakes,3
7,7,Ryan,Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan,5,Cinnamon and Date Bagels Tarragon and Rosemary Bagels,1,cakes,3
8,8,Sarah-Jane,Toasted Coconut and Lime RotisOatcakes,10,UNKNOWN,1,cakes,3
9,9,Stuart,Bombay BreadChorizo and Spring Onion Naan,9,Cinnamon and Cranberry Bagels Tomato and Thyme Bagels,1,cakes,3
10,10,Victoria,Coriander and Lemon NaanGarlic and Parsnip Chapatis,7,Saffron and Golden Raisin Bagels Porcini Bagels,1,cakes,3
11,0,Brendan,Apple and Ginger Tarte Tatin,9,"Blackberry, Nectarine and Dragon Fruit Tart",2,bread,3
12,1,Cathryn,"Plum, Cherry and Five Spice Tarte Tatin",3,"Raspberry, Pistachio and Lemon Tart",2,bread,3
13,2,Danny,Savoury Pear and Roquefort Tarte Tatin,2,"Pineapple, Coconut and Frangipane Tart",2,bread,3
14,3,James,Apple and Lavender Tarte Tatin,1,"Rose, Lychee and Raspberry Fruit Tart",2,bread,3
15,4,John,Apple and Vanilla Tarte Tatin with Walnut Praline,6,"Berries, Grapes, Pomegranate, and Dragon Fruit Tart",2,bread,3
16,5,Manisha,"Cinnamon, Apple and Pear Tarte Tatin",10,Rum and Tropical Fruit Tart,2,bread,3
17,6,Ryan,Spiced Pear Tarte Tatin,5,UNKNOWN,2,bread,3
18,7,Sarah-Jane,Caramelised Banana Tarte Tatin,8,French Apple Tart with Blackberry and Cassis Jam,2,bread,3
19,8,Stuart,Pear and Almond Tarte Tatin,7,Raspberry Triple Chocolate Layered Tart,2,bread,3
20,9,Victoria,"Fig, Walnut and Pink Peppercorn Tarte Tatin",4,Tropical Fruit Tart with Black Pepper Crust,2,bread,3
21,0,Brendan,Clementine and Chestnut Torte,1,"Pear, Chocolate and Hazelnut Dacquoise",3,tarts,3
22,1,Cathryn,"White Chocolate, Macadamia and Coffee Torte",3,"Gooseberry, Almond and Honey Meringue",3,tarts,3
23,2,Danny,"Blackberry, White Chocolate, Lemon and Elderflower Torte",2,"'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise",3,tarts,3
24,3,James,"Hazelnut, Chocolate and Passionfruit Torte",5,"Fig, Chestnut, Cherry and Chocolate Layered Meringue",3,tarts,3
25,4,John,'Torte Noir' Black Forest Torte with Boozy Cream,6,Elderflower and Bramble Berry Pavlova,3,tarts,3
26,5,Manisha,"Almond, Chocolate and Cherry Torte",9,Tiramisu Layered Meringue Dessert,3,tarts,3
27,6,Ryan,Green Tea Opera Torte,7,"Strawberry, Rose and Pistachio Meringue",3,tarts,3
28,7,Sarah-Jane,Chocolate and Almond Truffle Torte,4,Hazelnut Tiramisu Layered Meringue,3,tarts,3
29,8,Stuart,Black Forest Torte,8,Choca Blocka Mocha Meringue,3,tarts,3
30,0,Brendan,Salmon Coulibiac in a Scandinavian Pastry,3,All American Chiffon Pie,4,desserts,3
31,1,Cathryn,Full English Wellington,1,Chocolate and Peanut Butter Pumpkin Pie,4,desserts,3
32,2,Danny,"Chickpea, Spinach & Mushroom Wellington",7,Trick or Treat Pumpkin Pie,4,desserts,3
33,3,James,Four Pig Wellington,6,Sweet Potato Pie,4,desserts,3
34,4,John,Venison and Haggis Wellington,2,Star-Spangled Pecan Pie,4,desserts,3
35,5,Manisha,Lamb Wellington with Rosemary and Mint,5,Banana Scotch Pie,4,desserts,3
36,6,Ryan,Curry Spiced Seabass Wellington,8,Key Lime Pie,4,desserts,3
37,7,Sarah-Jane,Beef Wellington with Parma Ham and Gorgonzola Cheese,4,Chocolate and Banana Cream Pie,4,desserts,3
38,0,Brendan,"Rhubarb, Strawberry and Ginger Puddings Sticky Toffee Puddings",1,"Spinach, Cheese and Walnut Strudel",5,pies,3
39,1,Cathryn,Chocolate Walnut Whip Puddings Elderflower Sponges,3,Roasted Vegetable Couscous and Sheep Cheese Strudel,5,pies,3
40,2,Danny,Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants,2,"Leek, Potato, Pistachio and Gruyère Strudel",5,pies,3
41,3,James,Banana and Clove PuddingsClootie Dumplings,7,"Strawberry, Rhubarb and Ginger Strudel",5,pies,3
42,4,John,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,5,Did not complete due to injury,5,pies,3
43,5,Ryan,Chocolate FondantsSticky Ginger and Date Puddings,6,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel",5,pies,3
44,6,Sarah-Jane,Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,4,Sweet Strudel with Sour Cherries,5,pies,3
45,0,Brendan,Chelsea Bunskis,4,Black Forest Christmas Stollen,6,puddings,3
46,1,Cathryn,Lady Arundel's Manchet Buns,5,Bonfire Night Tear 'n' Share Brioche,6,puddings,3
47,2,Danny,Bakewell Chelsea Buns,2,European Christmas Wreath,6,puddings,3
48,3,James,Easter Chelsea Buns,1,Whisky Kugelhopf-Brioche Baba,6,puddings,3
49,4,John,Cherry and Almond Saffron Buns,3,Marzipan Stollen,6,puddings,3
50,5,Ryan,Lardy Cakes,6,Char Siu Bao,6,puddings,3
51,6,Sarah-Jane,"Orange, Nutmeg and Saffron Buns",7,Sour Cherry and Dark Chocolate Christmas Plait,6,puddings,3
52,0,Brendan,Multi-Seed Savoury Crackers,2,Fantasy Gingerbread Bird House,7,sweet dough,3
53,1,Cathryn,Cheese and Pickle Crackers,5,Gingerbread Buckingham Palace,7,sweet dough,3
54,2,Danny,Spiced Almond Drinks Crackers,4,Gingerbread Big Ben,7,sweet dough,3
55,3,James,"Smoky Cayenne, Cumin and Chilli Crackers",1,Gingerbread Barn,7,sweet dough,3
56,4,John,Asian Spice Crackers,3,Gingerbread Roman Coliseum,7,sweet dough,3
57,0,Brendan,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,3,Gateau St. Honoré,8,biscuits,3
58,1,Danny,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,4,Rosewater and Lychee St. Honoré,8,biscuits,3
59,2,James,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons",1,"Coffee, Caramel and Hazelnut Paris-Brest",8,biscuits,3
60,3,John,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,2,Gateau St. Honoré a la Passion,8,biscuits,3
61,0,Brendan,Potato and Pepper Pithivier,2,Family Reunion Chiffon Cake,9,patisserie,3
62,1,James,Spanish Pithivier with Chorizo and Red Pepper,1,United Chiffon Cakes,9,patisserie,3
63,2,John,Italian Sausage and Roasted Vegetable Pithivier,2,Heaven and Hell Chiffon Cake,9,patisserie,3
0,0,Ali,Italian Grissini,9,Sweet and Savoury Yin Yang Bread,1,cakes,4
1,1,Beca,Fennel and Chilli Breadsticks,11,Five Strand Christmas Wreath,1,cakes,4
2,2,Christine,Mediterranean Breadsticks with Oregano,4,Double Plaited Loaf,1,cakes,4
3,3,Deborah,Fennel & Chilli Breadsticks,8,Walnut Fleur Loaf,1,cakes,4
4,4,Frances,Giant Matchsticks,2,Sailor's Knot,1,cakes,4
5,5,Glenn,Rosemary and Parmesan Grissini,7,Harvest Crown,1,cakes,4
6,6,Howard,Moroccan Breadsticks,10,Picasso Sun Bread,1,cakes,4
7,7,Kimberley,Nigella Seed and Parmesan Breadsticks,1,Peace Bread,1,cakes,4
8,8,Lucy,Grissini with Salt,12,Roast Tomato Bread,1,cakes,4
9,9,Mark,Rosemary & Raisin Breadsticks,6,Sage & Garlic Plait,1,cakes,4
10,10,Robert,Twisty Rye Bread Sticks,5,Tribute Loaf,1,cakes,4
11,11,Ruby,Mexican Breadsticks,3,White Chocolate and Orange Peacock Bread,1,cakes,4
12,0,Ali,"Coconut, Raspberry and Lemon Meringue Trifle",5,Vanilla Latte Mini CakesLime & Mint Shortbread Pops,2,bread,4
13,1,Beca,Orange and Ginger Trifle,10,Limoncello and Blueberry BurstsMillionaire Shortbread,2,bread,4
14,2,Christine,Caribbean Pina Colada Trifle,4,Ninety-NinersSachertorte Parcels,2,bread,4
15,3,Deborah,Tropical Trifle*,9,Canelé Cherry and Chocolate CakesRose Cookies,2,bread,4
16,4,Frances,Apple and Blackberry Crumble Trifle,8,'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes,2,bread,4
17,5,Glenn,Raspberry and Almond Trifle,1,Billionaire BouchéesOrange Financiers,2,bread,4
18,6,Howard,Caramel and Apple Trifle*,7,Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits,2,bread,4
19,7,Kimberley,"Peach, Almond and Ginger Trifle",6,Chocolate Pistachio FinanciersLemon Bergamot Biscuits,2,bread,4
20,8,Mark,"Ginger, Mango and Passion Fruit Trifle",11,Rose and Pistachio MacaroonsChocolate and Raspberry Bites,2,bread,4
21,9,Robert,Rhubarb and Orange Trifle,2,Almond FriandsTurǫn Macaroons,2,bread,4
22,10,Ruby,Desert Island Trifle,3,Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes,2,bread,4
23,0,Ali,Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry,8,"Orange, Cardamom and Date M'Hanncha",3,desserts,4
24,1,Beca,Mamgu's Cherry-Apple Tart,2,Moroccan Vegetable Filo Feast,3,desserts,4
25,2,Christine,"Granny Rogers' Apple, Plum & Cinnamon Country Pie",7,Roasted Vegetable Filo Pie with Feta Cheese,3,desserts,4
26,3,Frances,Peach Pie In the Sky,1,Cherry Tree Baklava Filo Pie,3,desserts,4
27,4,Glenn,Apple & Maple Syrup Pie,9,Spanakopita (Walnut and Feta Cheese),3,desserts,4
28,5,Howard,Apple Pie with Sage Pastry,5,Fresh Fig and Feta Filo Flan,3,desserts,4
29,6,Kimberley,Pecan and Rosemary Caramel Apple Pie,4,"Chicken, Bacon and Butternut Squash Pie",3,desserts,4
30,7,Robert,Apple and Pear Pie with Thyme,3,Spanakopita with St George's Mushrooms,3,desserts,4
31,8,Ruby,Apple and Marzipan Pie,6,"Rose, Almond and Raspberry Filo Pie",3,desserts,4
32,0,Beca,"Chocolate, Cherry and Hazelnut Brownies",5,Tiered Macaron and Sugar Dough Biscuit Centrepiece,4,pies,4
33,1,Christine,Mixed Berry and Almond Crumble Traybake,1,Shortbread Bavarian Clock Tower,4,pies,4
34,2,Frances,Millionaire Banoffee Bonus,3,Biscuit Buttons and Beads,4,pies,4
35,3,Glenn,Apricot and Pistachio Tiffin,2,Shortbread and Macaron Helter-Skelter,4,pies,4
36,4,Howard,Breakfast Traybake,8,Japanese Pagoda Tea Tower,4,pies,4
37,5,Kimberley,Cherry and Almond Bakewell Florentine Slice,7,Black and White Viennese Biscuit Stack,4,pies,4
38,6,Robert,Blueberry & Orange Traybake,4,Dalek,4,pies,4
39,7,Ruby,Blackberry and Lemon Bakewell Slice,6,'Dropped Ice-Cream' Biscuit Centrepiece,4,pies,4
40,0,Beca,Bara Brith,6,Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns,5,biscuits,4
41,1,Christine,Oxford Nutty Fruit Loaf,4,Schnecken BunsVanilla Custard Skolebrød,5,biscuits,4
42,2,Frances,Chai Tea Loaf,2,Hot Cross BriochesRhubarb and Custard Kolaches,5,biscuits,4
43,3,Glenn,Devonshire Panettone,5,Almond and Apricot BriochesSticky Caramel Kanelbullen,5,biscuits,4
44,4,Howard,Date & Hemp Yorkshire Loaf,7,Peachy BunsGerman Baumschnecken,5,biscuits,4
45,5,Kimberley,Chai Spiced Ginger and Date Tea Loaf,3,Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer,5,biscuits,4
46,6,Ruby,Citrus Tea Loaf,1,Twisted Swedish KanelbullarSaffron St. Lucia Buns,5,biscuits,4
47,0,Beca,Spring Lamb and Vegetable Suet Puddingwith Redcurrant Gravy,1,Nectarine and Frangipane SquaresChocolate and Hazelnut Vol-au-ventsStrawberries and Cream Mille-feuille,6,sweet dough,4
48,1,Christine,Spotted Dick 'With a Kick'and Vanilla Custard Ice Cream,6,Eccles CakesFresh Fruit BasketsLemon Cream Eton Mess Mille-feuille,6,sweet dough,4
49,2,Frances,Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream,5,French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers,6,sweet dough,4
50,3,Glenn,Prune and Armagnac Puddingwith Boozy Butterscotch Sauce,3,Caramelised Apple and Marzipan TartletsChocolate Elephant EarsPassion Fruit Mille-feuille,6,sweet dough,4
51,4,Kimberley,Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard,4,"Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette",6,sweet dough,4
52,5,Ruby,Plum Jam Roly-Polywith Ginger Ice cream,2,Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts,6,sweet dough,4
53,0,Beca,"Potato, Spelt and Rosemary Focaccia",4,Spiced Butternut Squash and Pecan 'Cheese' Cake,7,pastry,4
54,1,Christine,"Multi-Seeded Loaf with Pumpkin, Sesame and Sunflower Seeds",5,Sweet Potato Guitar with Passion Fruit Icing and Marshmallow Fondant,7,pastry,4
55,2,Frances,'Chelsea Flour Show' Bun Bouquet,3,"Hidden Carrot Cake (Ground Praline, Beetroot and Walnut)",7,pastry,4
56,3,Kimberley,Wild Garlic Pesto and Parma Ham Spelt Loaf,2,Butternut Squash and Spice Cake Toadstool House,7,pastry,4
57,4,Ruby,Mango and Nigella Seed Spelt Cob,1,Carrot Cake and Pistachio Garden Plot,7,pastry,4
58,0,Beca,Stilton and Walnut MacaronsBeetroot and Salmon Choux PuffsWelsh Rarebit Tartlets,3,Banoffee Opera Cake,8,alternative ingredients,4
59,1,Frances,Legume Canapés: Chantenay CarrotsChoux Pastry TomatoesCauliflower Cheese Scones,2,Great British Soap Opera Cake,8,alternative ingredients,4
60,2,Kimberley,Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken,1,Passion Fruit and Lime Opera Cake,8,alternative ingredients,4
61,3,Ruby,"Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions",4,"Chocolate, Almond Praline and Saffron Opera Cake",8,alternative ingredients,4
62,0,Frances,Rainbow Picnic Pie,3,Midsummer Night's Dream Wedding Cake,9,french pastry,4
63,1,Kimberley,Chicken and Pig Pie,1,Languages of Love Wedding Cake,9,french pastry,4
64,2,Ruby,Picnic Basket Pie,2,"Raspberry, Lemon and Passion Fruit Wedding Cake",9,french pastry,4
0,0,Chetna,"Cardamom, Pistachio and Coffee Swiss Roll",3,Tiered Victoria Sponges with Lemon Curd and Raspberry Cream,1,cakes,5
1,1,Claire,Chocolatey Orangey Swirly Roll,8,Mini Chocolate and Cherry Cakes,1,cakes,5
2,2,Diana,Mum's Sunday Tea Lemon Curd Swiss Roll,5,Chocolate Ganache Surprises,1,cakes,5
3,3,Enwezor,Raspberry and Lemon Swiss Roll,9,Coffee and Walnut Battenberg Squares,1,cakes,5
4,4,Iain,Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream,4,"Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon",1,cakes,5
5,5,Jordan,Kawaii Frasier Swiss Roll,12,Lemon Drizzle Cakes with Blueberry and Lemon Curd,1,cakes,5
6,6,Kate,Red Velvet and White Chocolate Swiss Roll,6,Mini Tiered Victoria Sponges,1,cakes,5
7,7,Luis,Spanish Swiss Roll,7,Raspberry and Lemon Genoise Slices with Lemon Drizzles,1,cakes,5
8,8,Martha,Tiramisu Swiss Roll,2,Mini Lemon and Thyme Drizzle Cakes,1,cakes,5
9,9,Nancy,Coffee and Hazelnut Swiss Roll,1,Jaffa Orange Cakes,1,cakes,5
10,10,Norman,Black Forest Swiss Roll,11,Almond and Raspberry Mini Cakes,1,cakes,5
11,11,Richard,Pistachio and Strawberry Swiss Roll,10,Miniature Coffee & Walnut Cakes,1,cakes,5
12,0,Chetna,Fenugreek and Carom Crackers,8,Day On The Beach,2,biscuits,5
13,1,Diana,Parmesan Triangles,7,"Express, First Class",2,biscuits,5
14,2,Enwezor,Pumpkin and Sunflower Savoury Biscuits,9,Space Adventure Moon Scene,2,biscuits,5
15,3,Iain,Za'atar and Fig Biscuits,11,Wild West Scene,2,biscuits,5
16,4,Jordan,"Sourdough, Parmesan and Chilli Biscuits",6,Monster Attack,2,biscuits,5
17,5,Kate,Parmesan and Apple Biscuits,4,Tea Time,2,biscuits,5
18,6,Luis,Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,3,George Versus The Dragon,2,biscuits,5
19,7,Martha,Caramelised Onion and Goat's Cheese Sandwich Biscuits,5,Ski Village Scene,2,biscuits,5
20,8,Nancy,Fennel and Rye Thins,2,Hansel and Gretel Scene,2,biscuits,5
21,9,Norman,Farthing Biscuits,10,Zulu Boats at Dawn,2,biscuits,5
22,10,Richard,Rosemary Seeded Crackers,1,Pirates!,2,biscuits,5
23,0,Chetna,Onion and Pine Nut Rolls,8,Rolled and Filled Twin Loaf,3,bread,5
24,1,Diana,Rustic Picnic Rolls,7,Sharing Savoury Pinwheel,3,bread,5
25,2,Iain,Cranberry and Walnut Rye Bread Rolls,9,Moroccan Plaited with a Bessara Dip,3,bread,5
26,3,Jordan,Rye and Spelt Bread Rolls,10,Strawberry Raspberry Cheesecake Brioche,3,bread,5
27,4,Kate,Orange and Cardamom Rye Bread Knots,1,"Prosciutto, Olive and Coriander Bread",3,bread,5
28,5,Luis,Opposites Attract Rolls,2,Roscón de Reyes,3,bread,5
29,6,Martha,Date and Walnut Rye Rolls,3,Stuffed Sunflower Loaf,3,bread,5
30,7,Nancy,Cider and Walnut Crusty Rolls,5,'Full English' Stromboli,3,bread,5
31,8,Norman,Rye Bread Rolls,4,Chicken and Roasted Vegetable Picnic Loaf,3,bread,5
32,9,Richard,Rye and Cranberry Rolls,6,Pesto Pinwheel,3,bread,5
33,0,Chetna,"Rhubarb, Strawberry and Orange Puddings",3,"Mango, Raspberry and Coconut Baked Alaska",4,desserts,5
34,1,Diana,Orange and Lemon Curd Pots,9,Raspberry Ripple Alaska Swan,4,desserts,5
35,2,Iain,"Chocolate, Lime and Raspberry Fondants",6,"Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)",4,desserts,5
36,3,Kate,Chocolate and Salted Caramel Molten Puddings,7,"Pistachio, Raspberry and Chocolate Baked Alaska",4,desserts,5
37,4,Luis,Pears in Puddings,2,Bakewell Alaska,4,desserts,5
38,5,Martha,Peanut Butter Chocolate Fondants,1,Key Lime Baked Alaska,4,desserts,5
39,6,Nancy,Pistachio Puddings with Chocolate Sauce,4,Summer Pudding Alaska,4,desserts,5
40,7,Norman,Mini Sticky Toffee Puddings,8,Baked Alaska with Strawberry Surprise,4,desserts,5
41,8,Richard,Black Forest Chocolate Fondants,5,Tiramisu Baked Alaska,4,desserts,5
42,0,Chetna,Rice Custard Tart with Mangoes and Raspberries,2,Fusion Tiered Pies,5,pies,5
43,1,Kate,Rhubarb and Custard Tart,3,"Rhubarb, Prune and Apple Pies",5,pies,5
44,2,Luis,Tropical Manchester Tart,6,Four Fruity Seasons Tower,5,pies,5
45,3,Martha,"Pistachio, Apricot and Honey Custard Tart",1,Three Little Pigs Pie,5,pies,5
46,4,Nancy,Chocolate Crusted Passion Fruit Tart,4,Trio of Apple Pies,5,pies,5
47,5,Norman,Tarte au Citron,5,Pieful Tower,5,pies,5
48,6,Richard,Fig and Orange Tart,7,Three Course Autumn Pie Feast,5,pies,5
49,0,Chetna,Orange Savarin with Cinnamon Cream,2,Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream,6,european cakes,5
50,1,Kate,"Pecan, Chocolate and Sour Cherry Yeast Cake",6,Trio of Dobos Tortes,6,european cakes,5
51,2,Luis,Apple and Cinnamon Kugelhopf with Honeyed Apples,3,The Cage on the Rocky Hill,6,european cakes,5
52,3,Martha,Dark Chocolate and Almond Liqueur Savarin,4,Chess-Themed Chocolate and Salted Caramel Dobos Torte,6,european cakes,5
53,4,Nancy,Rum Punch Savarin with Coconut Cream and Tropical Fruits,1,Chocolate and Caramel Dobos Torte,6,european cakes,5
54,5,Richard,Fruity Guglhupf with an Orange Glaze,5,Sugar Forest Dobos Torte,6,european cakes,5
55,0,Chetna,Crispy Lentil Kachori,6,Chocolate and Mango & Lemon Meringue Éclairs,7,pastries,5
56,1,Kate,Spinach and Paneer Spicy Samosa,4,Neapolitan & Lemon Meringue Éclairs,7,pastries,5
57,2,Luis,Childhood Empanadas,5,Stars and Stripes Éclairs (Blueberry Cheesecake & Peanut Butter and Jelly Éclairs),7,pastries,5
58,3,Martha,Mini Beef Wellingtons,3,Rhubarb and Custard & Maple Syrup and Bacon Éclairs,7,pastries,5
59,4,Nancy,Spicy Duck Pasties,2,Smoked Salmon and Horseradish & Raspberry Ripple Éclairs,7,pastries,5
60,5,Richard,Minted Lamb Pasties,1,Stair of Éclairs (Lavender and Blueberry & Rose and Raspberry Éclairs),7,pastries,5
61,0,Chetna,Date and Walnut Swirl Bread,1,Chocolate Mousse Filled DoughnutsBraided Doughnuts,8,advanced dough,5
62,1,Luis,Black Forest Cherry Tree,2,Cocktail Doughnuts (Mudslide & Raspberry Mojito),8,advanced dough,5
63,2,Martha,Spiced Plum Iced Bread Swirl,5,Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts,8,advanced dough,5
64,3,Nancy,Lincolnshire Plum Braid,3,Doughnut Family Tree (Limoncello and Almond & Milk Chocolate and Orange),8,advanced dough,5
65,4,Richard,Fruit Swedish Tea Ring,4,Rhubarb and Custard and Toffee Apple Doughnuts,8,advanced dough,5
66,0,Chetna,Chocolate Orange Baklava Masala Chai Baklava,4,"Chocolate, Orange & Nut EntremetsCappuccino Entremets",9,patisserie,5
67,1,Luis,Indian Rose BaklavaHalwa Baklava Rolls,1,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges",9,patisserie,5
68,2,Nancy,Coffee and Chocolate BaklavaBreakfast Baklava,3,Raspberry NonnettesLime and Passion Fruit Entremets,9,patisserie,5
69,3,Richard,Rose and Pistachio BaklavaWalnut and Almond Baklava,2,Hazelnut Mocha EntremetsPink Grapefruit Entremets,9,patisserie,5
70,0,Luis,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",2,Village in Chocolate,10,final,5
71,1,Nancy,Apple and Lemon KitesRaspberry and Almond Croissants,1,Red Windmill,10,final,5
72,2,Richard,Pear Pain au ChocolatPain Au Lait,3,Mill on the Hill,10,final,5
0,0,Ben,Rhubarb and Custard CupcakesAfter Dinner Cupcakes,2,Vanilla Sponge with White Chocolate and Raspberry Buttercream,1,cakes,2
1,1,Holly,Cherry Bakewell Inspired CupcakesGinger Cupcakes with Fig Truffle,1,UNKNOWN,1,cakes,2
2,2,Ian,Apple and Cinnamon Cupcakes,10,UNKNOWN,1,cakes,2
3,3,Janet,Raspberry and Cream Cupcakes,8,Chocolate Marble Cakewith Dark and White Chocolate Truffles,1,cakes,2
4,4,Jason,Lemon Meringue CupcakesApple and Cinnamon Cupcakes,6,UNKNOWN,1,cakes,2
5,5,Jo,Chocolate Orange CupcakesOrange and Cardamom Cupcakes,11,Chocolate and Strawberry Cake,1,cakes,2
6,6,Keith,Earl Grey Cupcakes,12,Chocolate and Sour Cream Cake,1,cakes,2
7,7,Mary-Anne,Banoffee Cupcakes,4,Chocolate and Raspberry Opera cake,1,cakes,2
8,8,Robert,Blackberry and Vanilla Cupcakeswith Liquorice Frosting,3,Genoise Layered Mousse Cakewith Chocolate Ganache,1,cakes,2
9,9,Simon,Guinness and Chocolate Cupcakes,9,Two-Tiered Chocolate Courgette Cake,1,cakes,2
10,10,Urvashi,Cherry Blossom CupcakesJapanese Lime Cupcakes,7,UNKNOWN,1,cakes,2
11,11,Yasmin,Cardamom and Pomegranate Cupcakes,5,UNKNOWN,1,cakes,2
12,0,Ben,"Chorizo, Pepper and Gruyere Quiche",1,Lemon Meringue Tarts,2,tarts,2
13,1,Holly,Pesto Quiche,4,Milk Chocolate and Pistachio TartsTrifle Tarts,2,tarts,2
14,2,Ian,"Stilton, Spinach and New Potato Quichewith Paprika and Walnut Pastry",2,UNKNOWN,2,tarts,2
15,3,Janet,Quiche Printanière,8,Red Fruit TartsChocolate and Cherry Tarts,2,tarts,2
16,4,Jason,Salmon and Pak Choi Quiche,3,Mint Chocolate Tarts Blueberry Bakewell Tarts,2,tarts,2
17,5,Jo,"Caramelised Onion, Gruyere and Thyme Quiche",10,Raspberry and Mascarpone Tarts with Lemon and Almond PastryHoney and Almond Tarts with Sweetcrust,2,tarts,2
18,6,Mary-Anne,"Roasted Cauliflower, Cheese andCaramelised Onion Quiche",9,Butterscotch Brulée Tarts in Pecan PastryApple Rose Tarts,2,tarts,2
19,7,Robert,Smoked Bacon and Kale Quiche,5,"Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart",2,tarts,2
20,8,Simon,Smoked Haddock and Watercress Quiche,11,"Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts",2,tarts,2
21,9,Urvashi,"Crab, Coriander and Coconut Quiche",7,Strawberry and Basil TartsElderflower and Honeycomb Tarts,2,tarts,2
22,10,Yasmin,Smoked Haddock and Watercress Quiche,6,Chocolate and Orange with Cinnamon-Orange Pastry TartsBlueberry and Hazelnut with Hazelnut Pastry Tarts,2,tarts,2
23,0,Ben,"Walnut, Raisin and Rosemary Loaf",3,UNKNOWN,3,bread,2
24,1,Holly,Picnic Loaf,6,Stilton and Walnut Rolls,3,bread,2
25,2,Ian,"Courgette, Caerphilly Cheese and Thyme Loaf",10,Walnut and Raisin RollsCracked Wheat Logs,3,bread,2
26,3,Janet,Zupfe Loaf with Gruyère Cheese,8,Apple and Walnut Granary Rolls Red Onion Cottage Rolls,3,bread,2
27,4,Jason,Cheese and Onion Tear and Share Loaf,7,UNKNOWN,3,bread,2
28,5,Jo,"Stromboli flavored with Mozzarella, Ham, and Picante Pepper",1,UNKNOWN,3,bread,2
29,6,Mary-Anne,Ploughman's Loaf,5,Herb and Walnut BreadsChocolate and Chilli Buns,3,bread,2
30,7,Robert,Rye and Coriander Seed Loaf,4,Blueberry Brioche RollsLemon and Poppy Seed Rolls,3,bread,2
31,8,Urvashi,Salt and Peppercorn Loaf,9,Chilli and Halloumi RollsLemon and Coriander Mini Loaves,3,bread,2
